1 230124.380716 2721890.94899 13.931481569
2 229955.010325 2721652.36474 5.61762111484
3 229689.639965 2721828.10773 4.21931884871
4 229839.25245 2722050.44851 10.5331834985
5 229904.589962 2721581.3399 20.9530836273
6 229631.293617 2721741.39858 8.69011260642
7 229887.978989 2721557.94079 50.8954097578
8 229614.32146 2721716.17607 15.5346487998
9 229292.93492 2722165.08671 5.9536096157
10 229463.561438 2722262.24645 11.4596663909
11 229132.446503 2722063.00719 4.70822897472
12 229024.258374 2721988.10772 7.69055378201
13 230358.948267 2721756.69964 15.6290753196
14 230256.400972 2721499.74416 5.25563467693
15 230236.692842 2721424.73102 6.04656595198
16 230231.490439 2721373.42397 10.0984856369
17 230583.954526 2721671.40086 16.4251849687
18 230495.755408 2721429.03877 5.14329708469
19 230466.03305 2721353.66876 6.08380778651
20 230444.291195 2721298.54374 9.05961019169
21 231232.692773 2721567.53463 17.2663589221
22 231231.41283 2721465.35273 8.31275042745
23 231226.53969 2721289.95007 7.31513107694
24 231265.044549 2721146.96154 16.869886639
25 230090.506638 2721843.23214 11.682006501
26 230056.63256 2721795.51529 10.8390122472
27 230022.758481 2721747.79844 9.1161294624
28 229988.884403 2721700.08159 6.86331821841
29 229926.717109 2721667.8414 5.72081295408
30 229898.423892 2721683.31807 5.69046207266
31 229870.130676 2721698.79473 5.3461833492
32 229841.849048 2721714.29246 5.07727694122
33 229813.631293 2721729.90628 4.60837965912
34 229785.413538 2721745.52011 4.75180540108
35 229757.195783 2721761.13393 5.19876929308
36 229729.595293 2721777.47469 4.51915365041
37 229709.617629 2721802.79121 4.52845351485
38 229719.56246 2721872.57589 6.49033276834
39 229749.484956 2721917.04404 8.47198961437
40 229779.407453 2721961.5122 9.40559615775
41 229809.329952 2722005.98035 9.83893318507
42 229867.772287 2722034.51095 12.5765063964
43 229896.292125 2722018.5734 12.3187271211
44 229924.811963 2722002.63584 10.5810691811
45 229953.331801 2721986.69829 13.2323027317
46 229981.851638 2721970.76073 12.5714062885
47 230010.371475 2721954.82318 12.8627726952
48 230038.891311 2721938.88562 13.8345953047
